date,요일,청양고추_거래량(kg),청양고추_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg),파프리카_거래량(kg),파프리카_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),미나리_거래량(kg),미나리_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),풋고추_거래량(kg),풋고추_가격(원/kg)
2019-06-25,화요일,203390,4750,125710,1470,242100,2410,9380,2510,44960,5280,44930,2320,896740,520,320060,4120
2019-06-26,수요일,203670,4730,125300,1480,242450,2400,9970,2410,44990,5260,44820,2310,897300,520,320650,4110
2019-06-27,목요일,203780,4710,124870,1480,242120,2390,11420,2200,45000,5250,44720,2300,895990,520,320950,4100
2019-06-28,금요일,204010,4700,124440,1490,242370,2380,12620,1990,45010,5240,44610,2290,892940,520,321380,4080
2019-06-29,토요일,204190,4680,123930,1490,242650,2370,12770,1960,45080,5230,44500,2280,890850,520,321680,4070
2019-06-30,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-07-01,월요일,204570,4670,123490,1500,243610,2360,12910,1860,45260,5210,44410,2270,889040,510,322520,4060
2019-07-02,화요일,204710,4650,123050,1500,243670,2350,13850,1760,45310,5200,44310,2270,886550,510,322920,4040
2019-07-03,수요일,204770,4640,122610,1510,243720,2340,13420,1760,45360,5190,44190,2260,884940,510,323200,4030
2019-07-04,목요일,204750,4620,122170,1510,243460,2330,12760,1740,45380,5170,44070,2250,883660,510,323270,4020
2019-07-05,금요일,204640,4610,121720,1520,243280,2330,10980,1810,45400,5160,43950,2230,882450,510,323160,4010
2019-07-06,토요일,204550,4600,121220,1530,243230,2320,11140,1700,45440,5150,43830,2220,879730,510,323060,4000
2019-07-07,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-07-08,월요일,204750,4590,120740,1540,243630,2310,10170,1730,45560,5140,43730,2220,878550,510,323470,3990
2019-07-09,화요일,204690,4580,120280,1550,243590,2300,8530,1820,45590,5130,43630,2210,876580,500,323530,3980
2019-07-10,수요일,204510,4570,119830,1560,243570,2300,8480,1780,45610,5120,43520,2200,873860,500,323510,3980
2019-07-11,목요일,204340,4570,119380,1570,243360,2290,8050,1800,45610,5110,43400,2190,871420,500,323460,3970
2019-07-12,금요일,204060,4560,118930,1570,243200,2290,8180,1780,45610,5110,43270,2180,868960,500,323320,3970
2019-07-13,토요일,203790,4560,118460,1580,243420,2280,8880,1740,45630,5100,43130,2180,865790,500,323150,3970
2019-07-14,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-07-15,월요일,204060,4550,118040,1590,243740,2270,8820,1780,45780,5100,43000,2170,865290,500,323870,3960
2019-07-16,화요일,203930,4540,117600,1600,243420,2260,8500,1850,45830,5090,42870,2170,862700,500,323940,3960
2019-07-17,수요일,203640,4540,117160,1600,242990,2260,8080,1940,45880,5080,42740,2160,860020,500,323790,3950
2019-07-18,목요일,203380,4530,116710,1610,242450,2250,7590,2050,45900,5060,42600,2150,857710,500,323560,3940
2019-07-19,금요일,203190,4530,116260,1620,242080,2250,7430,2140,45930,5050,42480,2150,854510,490,323570,3940
2019-07-20,토요일,202980,4520,115760,1630,241710,2240,6650,2190,46000,5040,42330,2140,851280,490,323420,3930
2019-07-21,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-07-22,월요일,202780,4520,115330,1630,241720,2230,6660,2210,46100,5030,42210,2140,848570,490,323600,3930
2019-07-23,화요일,202520,4510,114870,1640,241340,2230,6820,2160,46130,5020,42070,2130,845700,490,323550,3920
2019-07-24,수요일,202720,4510,114400,1650,241120,2220,7350,2110,46140,5010,41940,2130,843840,490,324150,3920
2019-07-25,목요일,202780,4500,113930,1650,240780,2220,7680,2030,46120,4990,41780,2130,841230,490,324390,3910
2019-07-26,금요일,202680,4490,113450,1660,240550,2210,7870,1920,46110,4990,41660,2120,839180,490,324480,3900
2019-07-27,토요일,202260,4470,112940,1670,240410,2210,7580,1880,46090,4990,41510,2120,836070,490,324010,3890
2019-07-28,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-07-29,월요일,202200,4470,112470,1680,240880,2200,7690,1850,46180,4980,41410,2110,833970,490,324300,3880
2019-07-30,화요일,201870,4460,111990,1690,240920,2200,7860,1820,46180,4980,41290,2110,831660,480,324100,3870
2019-07-31,수요일,202120,4460,111480,1710,240900,2190,7340,1880,46160,4980,41150,2110,829580,480,324690,3860
2019-08-01,목요일,202150,4450,110960,1730,240850,2180,6760,2020,46130,4990,41010,2110,827810,480,324920,3850
2019-08-02,금요일,202050,4450,110480,1750,240760,2180,6050,2340,46170,5010,40910,2110,825630,480,325030,3850
2019-08-03,토요일,201150,4440,109900,1760,239740,2170,5300,2540,45980,5030,40700,2110,821370,480,323590,3840
2019-08-04,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-08-05,월요일,201440,4430,109400,1780,240210,2160,4580,2800,46070,5040,40580,2120,819560,480,324180,3830
2019-08-06,화요일,201610,4420,108900,1800,240150,2160,4620,2930,46060,5040,40460,2120,817730,480,324590,3830
2019-08-07,수요일,201710,4410,108410,1820,239920,2150,4000,3230,46040,5050,40330,2130,815450,480,324920,3820
2019-08-08,목요일,201550,4400,107910,1840,239620,2140,3420,3590,45990,5070,40180,2130,813060,480,324840,3810
2019-08-09,금요일,201230,4400,107430,1870,239560,2140,3550,3610,45970,5080,40060,2130,811100,480,324570,3810
2019-08-10,토요일,201190,4390,106910,1900,239640,2130,4420,3680,46000,5100,39930,2140,809330,480,324650,3800
2019-08-11,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-08-12,월요일,201420,4380,106470,1920,239990,2130,4650,3870,46110,5100,39830,2140,808200,480,325150,3800
2019-08-13,화요일,201440,4370,105970,1950,240190,2120,4330,3990,46100,5100,39730,2150,806670,480,325240,3790
2019-08-14,수요일,201340,4370,105480,1970,240220,2120,4560,3960,46110,5100,39590,2150,805560,480,325150,3790
2019-08-15,목요일,201260,4360,104990,1990,240050,2110,4840,3810,46080,5110,39450,2150,803840,480,325010,3780
2019-08-16,금요일,201040,4360,104500,2020,240000,2110,4770,3850,46060,5110,39320,2150,802520,480,324710,3780
2019-08-17,토요일,200500,4370,104010,2050,240210,2100,4550,3880,46080,5130,39200,2160,801230,480,323960,3790
2019-08-18,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-08-19,월요일,200760,4370,103540,2080,240910,2100,4460,3860,46160,5130,39090,2160,801180,480,324430,3790
2019-08-20,화요일,200960,4360,103100,2100,241000,2090,4700,3800,46160,5140,38970,2170,799670,480,324730,3790
2019-08-21,수요일,201040,4360,102630,2130,240990,2090,4690,3890,46150,5150,38850,2180,798400,480,324870,3790
2019-08-22,목요일,201030,4350,102160,2160,240880,2080,4920,3990,46120,5150,38720,2180,796300,470,324870,3790
2019-08-23,금요일,200900,4350,101710,2190,240670,2080,5540,3960,46090,5170,38630,2180,794030,470,324770,3790
2019-08-24,토요일,200820,4350,101250,2220,240640,2070,5570,4050,46110,5180,38530,2180,791790,470,324730,3790
2019-08-25,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-08-26,월요일,201100,4340,100830,2250,241040,2070,5820,4040,46210,5180,38450,2180,790980,470,325350,3790
2019-08-27,화요일,201210,4340,100450,2260,240790,2060,5630,4180,46200,5190,38340,2190,789950,470,325690,3780
2019-08-28,수요일,201230,4340,100040,2290,240560,2060,5590,4280,46180,5200,38230,2190,788110,470,325960,3780
2019-08-29,목요일,201210,4330,99650,2300,240150,2060,5580,4340,46160,5210,38120,2200,786660,470,326080,3780
2019-08-30,금요일,201410,4320,99280,2320,239880,2060,5340,4440,46170,5220,38030,2200,785850,470,326390,3770
2019-08-31,토요일,201460,4320,98900,2330,239630,2060,5420,4560,46180,5230,37940,2200,784830,470,326480,3760
2019-09-01,일요일,200500,4310,0,,238490,2050,0,,45950,5240,0,,0,,324930,3760
2019-09-02,월요일,200880,4300,98560,2350,238560,2050,5390,4920,46010,5250,37860,2210,785770,470,325570,3750
2019-09-03,화요일,201060,4300,98240,2360,238140,2050,5470,5220,45990,5260,37780,2210,784930,470,325880,3750
2019-09-04,수요일,201070,4290,97930,2370,237640,2050,5610,5440,45970,5280,37670,2230,783850,470,325890,3750
2019-09-05,목요일,200900,4300,97670,2380,236940,2050,5870,5640,45940,5300,37570,2240,782550,470,325670,3750
2019-09-06,금요일,200920,4300,97500,2390,236360,2050,5960,5950,45940,5320,37510,2250,780500,470,325740,3750
2019-09-07,토요일,200990,4290,97330,2400,235950,2060,5960,6330,45950,5340,37460,2260,779150,470,325880,3740
2019-09-08,일요일,200070,4290,96880,2420,0,,0,,45740,5350,37290,2270,0,,324370,3740
2019-09-09,월요일,200610,4280,96900,2430,235910,2060,5970,6690,45800,5370,37250,2290,778280,470,325170,3740
2019-09-10,화요일,200950,4280,96980,2460,235590,2060,6340,7050,45810,5400,37210,2320,776270,470,325660,3730
2019-09-11,수요일,201140,4280,97270,2470,235570,2060,6720,7400,45860,5430,37190,2340,773780,470,325950,3730
2019-09-12,목요일,200640,4270,97150,2490,235140,2060,5820,8500,45800,5440,37040,2340,770390,470,325140,3730
2019-09-13,금요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-09-14,토요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-09-15,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-09-16,월요일,200630,4260,96860,2500,235720,2050,5010,10350,45780,5460,36970,2350,768230,470,324950,3730
2019-09-17,화요일,201030,4260,96580,2520,236200,2050,3950,10030,45830,5470,36900,2360,767460,470,325490,3720
2019-09-18,수요일,201240,4250,96340,2530,236360,2050,3040,10090,45820,5490,36810,2370,766700,470,325710,3720
2019-09-19,목요일,201430,4240,96100,2540,236340,2040,4130,8540,45790,5500,36720,2380,765740,470,325930,3710
2019-09-20,금요일,201540,4240,95900,2550,236190,2040,4140,8240,45750,5520,36660,2380,765650,470,326000,3710
2019-09-21,토요일,201600,4230,95640,2550,236110,2040,4400,7840,45720,5540,36610,2370,764900,470,325990,3700
2019-09-22,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-09-23,월요일,201720,4230,95410,2560,235770,2040,4710,6940,45700,5570,36560,2370,763570,470,326070,3700
2019-09-24,화요일,201690,4220,95210,2560,235450,2040,4880,6780,45670,5590,36500,2370,762200,470,325980,3700
2019-09-25,수요일,201760,4210,95010,2560,235120,2040,5270,6140,45640,5610,36430,2370,762150,470,326020,3690
2019-09-26,목요일,202000,4210,94800,2570,234620,2040,5280,5850,45600,5620,36340,2370,761260,470,326230,3690
2019-09-27,금요일,202140,4200,94610,2570,234250,2040,5700,5280,45550,5640,36300,2370,761150,470,326310,3680
2019-09-28,토요일,202220,4190,94440,2580,234010,2040,5970,4880,45520,5660,36260,2370,759940,470,326290,3680
2019-09-29,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-09-30,월요일,202450,4180,94330,2580,233770,2050,6560,4290,45580,5680,36220,2370,759120,470,326610,3670
2019-10-01,화요일,202460,4180,94250,2580,233410,2050,6500,4090,45580,5700,36180,2370,758650,470,326570,3670
2019-10-02,수요일,202330,4180,94170,2580,233060,2050,6400,3930,45600,5710,36110,2370,757040,470,326340,3670
2019-10-03,목요일,202290,4180,94080,2580,232460,2050,6020,3950,45580,5710,36050,2370,755200,470,326200,3670
2019-10-04,금요일,202120,4170,94040,2580,232110,2060,5770,3980,45550,5710,36010,2370,752950,470,325920,3670
2019-10-05,토요일,201980,4170,93960,2580,231940,2070,5730,3980,45550,5710,35950,2370,751150,470,325690,3670
2019-10-06,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-10-07,월요일,202540,4170,93940,2580,232120,2070,6350,3890,45620,5720,35910,2370,750910,470,326460,3670
2019-10-08,화요일,202720,4160,93880,2580,232130,2070,7070,3700,45580,5720,35860,2380,749680,470,326660,3660
2019-10-09,수요일,202790,4160,93860,2580,232040,2070,8010,3510,45540,5730,35790,2380,748610,470,326670,3660
2019-10-10,목요일,202930,4150,93830,2580,231800,2070,9190,3140,45510,5740,35710,2380,748210,460,326820,3650
2019-10-11,금요일,203070,4150,93790,2580,231630,2070,10070,2970,45470,5750,35660,2390,747810,460,326990,3650
2019-10-12,토요일,203100,4140,93740,2580,231420,2070,10480,2850,45440,5770,35610,2390,746910,460,326970,3650
2019-10-13,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-10-14,월요일,203440,4140,93720,2580,231380,2070,10340,2840,45480,5790,35570,2400,746470,460,327410,3640
2019-10-15,화요일,203470,4130,93710,2580,231060,2070,10480,2790,45460,5810,35530,2400,745410,460,327380,3640
2019-10-16,수요일,203440,4130,93670,2590,230840,2070,10350,2830,45450,5830,35470,2400,744460,460,327290,3640
2019-10-17,목요일,203420,4120,93630,2590,230470,2070,9880,2900,45440,5840,35420,2410,743030,460,327230,3630
2019-10-18,금요일,203390,4120,93610,2590,230250,2070,9470,2980,45430,5850,35400,2410,742230,460,327170,3630
2019-10-19,토요일,203320,4120,93580,2600,229980,2070,9920,3010,45420,5860,35370,2400,740510,460,327030,3630
2019-10-20,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-10-21,월요일,203500,4110,93590,2600,229760,2070,10160,2980,45490,5870,35360,2400,739720,460,327300,3630
2019-10-22,화요일,203510,4110,93610,2600,229620,2070,10300,2950,45470,5880,35320,2400,738320,460,327290,3620
2019-10-23,수요일,203500,4110,93640,2600,229260,2070,10880,2880,45460,5880,35290,2400,737370,460,327210,3620
2019-10-24,목요일,203430,4100,93660,2600,228900,2070,11190,2830,45460,5890,35230,2400,736680,460,327030,3620
2019-10-25,금요일,203330,4100,93720,2600,228550,2070,11580,2650,45470,5890,35200,2400,735370,460,326860,3620
2019-10-26,토요일,203230,4100,93740,2600,228220,2070,11530,2550,45500,5890,35160,2400,734130,460,326690,3620
2019-10-27,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-10-28,월요일,203270,4100,93850,2600,227930,2070,11110,2510,45580,5890,35130,2410,732900,460,326790,3620
2019-10-29,화요일,203160,4100,93940,2600,227680,2070,10830,2430,45560,5890,35090,2410,732150,460,326640,3620
2019-10-30,수요일,203030,4100,94060,2590,227280,2070,10670,2310,45550,5880,35050,2410,731350,460,326450,3620
2019-10-31,목요일,202870,4100,94150,2590,226840,2070,11170,2160,45530,5880,35000,2420,730470,460,326240,3620
2019-11-01,금요일,202750,4110,94240,2590,226480,2080,11400,2140,45510,5880,34960,2420,729920,460,326040,3620
2019-11-02,토요일,202600,4110,94290,2580,226070,2080,11260,2110,45490,5890,34930,2420,728600,460,325750,3630
2019-11-03,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-11-04,월요일,202670,4120,94420,2580,225780,2080,11170,2090,45540,5890,34900,2430,727700,460,325790,3630
2019-11-05,화요일,202620,4120,94590,2580,225420,2080,12440,1980,45520,5890,34880,2430,726820,460,325650,3640
2019-11-06,수요일,202530,4120,94730,2580,225000,2080,12730,2000,45530,5890,34850,2430,725940,460,325430,3640
2019-11-07,목요일,202410,4130,94900,2580,224550,2080,14440,1930,45520,5890,34840,2440,724810,460,325230,3640
2019-11-08,금요일,202310,4130,95080,2570,224250,2090,16200,1790,45530,5880,34860,2440,723420,460,325030,3650
2019-11-09,토요일,202220,4140,95200,2570,223870,2090,17260,1630,45530,5880,34890,2450,722470,460,324800,3650
2019-11-10,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-11-11,월요일,202300,4140,95420,2570,223670,2090,17990,1510,45560,5880,34960,2450,722080,460,324850,3650
2019-11-12,화요일,202270,4140,95600,2570,223250,2090,17330,1480,45540,5880,35020,2450,721170,460,324710,3660
2019-11-13,수요일,202250,4150,95790,2560,222840,2090,17130,1420,45510,5880,35070,2450,720310,460,324600,3660
2019-11-14,목요일,202170,4150,95930,2560,222340,2100,16490,1440,45490,5880,35120,2460,719380,460,324370,3660
2019-11-15,금요일,202090,4150,96080,2560,221960,2100,14740,1470,45460,5870,35220,2470,718370,460,324150,3660
2019-11-16,토요일,202020,4150,96200,2560,221600,2100,14310,1500,45440,5870,35340,2470,717590,460,323890,3660
2019-11-17,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-11-18,월요일,202080,4150,96450,2550,221390,2100,14490,1500,45450,5870,35440,2470,716810,460,323850,3670
2019-11-19,화요일,202010,4160,96600,2550,221020,2100,15420,1420,45420,5870,35520,2480,715830,460,323630,3670
2019-11-20,수요일,201960,4160,96780,2550,220590,2110,15030,1430,45400,5870,35600,2480,714980,460,323430,3670
2019-11-21,목요일,201880,4160,96970,2550,220000,2110,15500,1410,45360,5870,35670,2490,713830,470,323180,3670
2019-11-22,금요일,201810,4160,97140,2540,219760,2110,15890,1450,45320,5870,35770,2490,713410,470,322920,3670
2019-11-23,토요일,201680,4160,97270,2540,219300,2110,14870,1560,45280,5870,35870,2510,712680,470,322600,3680
2019-11-24,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-11-25,월요일,201780,4160,97530,2540,219090,2110,14950,1460,45290,5880,35940,2520,711970,470,322620,3680
2019-11-26,화요일,201770,4170,97680,2540,218730,2110,13370,1730,45260,5880,36020,2530,711340,470,322490,3680
2019-11-27,수요일,201760,4170,97900,2530,218400,2110,15070,1690,45240,5880,36090,2530,710520,470,322400,3680
2019-11-28,목요일,201730,4170,98070,2530,217920,2110,13340,1770,45230,5880,36150,2540,709710,470,322240,3680
2019-11-29,금요일,201650,4170,98270,2530,217630,2110,13720,1750,45210,5880,36240,2540,709330,470,322050,3690
2019-11-30,토요일,201530,4170,98390,2520,217200,2110,14350,1790,45190,5880,36330,2550,708110,470,321790,3690
2019-12-01,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-12-02,월요일,201660,4170,98620,2520,216920,2120,13860,1960,45190,5880,36400,2560,707160,470,321890,3690
2019-12-03,화요일,201650,4170,98770,2520,216510,2120,14540,1860,45150,5880,36460,2560,706330,470,321770,3690
2019-12-04,수요일,201660,4170,98930,2520,216120,2120,13020,1980,45110,5880,36530,2570,705690,470,321670,3690
2019-12-05,목요일,201660,4170,99140,2510,215630,2120,12910,2060,45070,5890,36580,2570,704680,470,321540,3690
2019-12-06,금요일,201670,4170,99400,2510,215330,2120,12860,2140,45030,5890,36650,2570,703680,470,321440,3690
2019-12-07,토요일,201620,4170,99620,2510,214840,2120,12880,2070,44980,5900,36700,2580,702730,470,321220,3690
2019-12-08,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-12-09,월요일,201770,4170,100020,2510,214590,2120,12640,2120,44970,5900,36750,2580,702500,470,321270,3690
2019-12-10,화요일,201790,4170,100290,2500,214210,2130,12480,2100,44930,5920,36810,2580,701840,470,321150,3690
2019-12-11,수요일,201810,4170,100640,2500,213790,2130,12670,2090,44890,5930,36870,2580,701240,480,321090,3680
2019-12-12,목요일,201750,4160,100900,2500,213360,2130,13110,2010,44850,5940,36910,2580,700570,480,320910,3680
2019-12-13,금요일,201690,4160,101150,2500,213130,2130,13090,1990,44830,5950,36950,2580,699750,480,320720,3680
2019-12-14,토요일,201570,4160,101330,2490,212720,2130,13470,1950,44800,5960,36930,2580,698450,480,320420,3680
2019-12-15,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-12-16,월요일,201600,4160,101720,2490,212580,2130,13460,2040,44790,5970,36960,2590,697970,480,320360,3680
2019-12-17,화요일,201510,4160,101980,2490,212230,2130,12780,2050,44760,5980,36990,2590,697190,480,320150,3680
2019-12-18,수요일,201450,4160,102220,2480,211900,2130,12150,2050,44730,6000,37020,2590,696650,480,319970,3680
2019-12-19,목요일,201390,4160,102450,2480,211440,2140,11810,2060,44700,6010,36920,2590,695870,480,319750,3680
2019-12-20,금요일,201400,4170,102750,2480,211270,2140,11000,2120,44680,6020,36970,2590,695390,480,319600,3680
2019-12-21,토요일,201380,4160,102960,2480,210870,2140,10680,2140,44660,6020,37010,2590,694350,480,319370,3680
2019-12-22,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-12-23,월요일,201450,4160,103380,2470,210640,2140,11190,2050,44680,6030,37030,2590,693840,480,319380,3690
2019-12-24,화요일,201380,4170,103710,2470,210320,2140,12820,2010,44640,6040,37050,2600,693350,480,319170,3690
2019-12-25,수요일,201240,4170,103880,2470,209890,2140,14400,2080,44620,6050,36950,2600,692580,480,318900,3690
2019-12-26,목요일,201060,4170,104090,2470,209430,2140,14230,2160,44570,6070,36930,2600,691610,480,318560,3690
2019-12-27,금요일,200870,4170,104340,2460,209180,2140,16820,2090,44540,6080,36940,2600,690340,480,318220,3700
2019-12-28,토요일,201250,4180,104790,2460,209390,2140,17800,2130,44640,6080,37080,2600,691470,480,318770,3700
2019-12-29,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2019-12-30,월요일,201370,4180,104620,2460,209450,2140,18880,2100,44670,6090,37060,2600,691010,490,318950,3710
2019-12-31,화요일,201390,4180,104590,2470,209480,2140,17730,2140,44700,6100,37060,2600,690140,490,318970,3710
2020-01-01,수요일,0,,0,,0,,0,,0,,0,,0,,0,
2020-01-02,목요일,34160,7320,31930,1820,9630,2400,360,2110,5270,15690,1600,3770,31720,680,42610,6820
2020-01-03,금요일,148650,6990,133350,1930,98640,2400,6310,3080,25850,14400,20910,3780,394150,710,212970,6480
2020-01-04,토요일,167480,6900,156810,1930,90840,2440,9310,2690,29440,13950,27500,3670,401890,720,238930,6380
2020-01-05,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2020-01-06,월요일,199840,6810,184620,1940,100580,2470,9490,2830,35140,13310,31130,3590,471140,740,285290,6280
2020-01-07,화요일,204910,6680,187940,1940,98540,2480,9620,3120,34980,12820,32910,3530,500170,760,291930,6130
2020-01-08,수요일,201300,6520,189620,1930,94620,2520,9640,3190,34890,12380,33740,3440,511940,780,285990,5980
2020-01-09,목요일,197470,6400,186780,1900,87690,2610,11430,3460,34020,12040,30210,3340,505940,790,280180,5870
2020-01-10,금요일,196140,6300,192100,1890,90110,2670,11640,3450,33580,11860,31830,3250,535860,800,277820,5770
2020-01-11,토요일,195590,6180,193160,1880,86770,2760,10610,3810,33090,11770,33150,3170,529740,800,275470,5680
2020-01-12,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2020-01-13,월요일,197420,6140,204540,1870,91510,2850,10980,3810,33520,11910,33920,3180,556050,810,278560,5650
2020-01-14,화요일,195140,6220,209470,1860,93110,2930,10890,3890,33080,12130,34210,3240,566450,810,275340,5730
2020-01-15,수요일,194040,6280,214880,1850,93530,2960,11400,3980,33020,12350,34600,3330,584510,820,273420,5800
2020-01-16,목요일,194390,6270,216850,1850,92380,2990,10980,4130,32980,12480,32570,3360,596010,810,272840,5810
2020-01-17,금요일,195710,6260,219750,1850,96590,2990,10270,4330,33080,12540,33900,3500,583150,810,273240,5820
2020-01-18,토요일,196380,6250,221150,1850,95200,2980,10530,4470,33210,12590,35430,3610,577840,810,273020,5830
2020-01-19,일요일,184140,6290,207430,1950,89440,2980,0,,31200,12390,0,,0,,256000,5880
2020-01-20,월요일,192370,6330,217370,1960,93420,2970,10830,4770,32400,12540,36940,3740,569430,810,266280,5930
2020-01-21,화요일,197150,6280,224120,1970,94050,2960,11400,4950,32890,12640,38470,3880,557820,810,272680,5920
2020-01-22,수요일,197100,6230,229160,1980,94230,2950,11430,5170,33640,12740,39910,4040,539970,820,273370,5910
2020-01-23,목요일,194520,6200,233250,1980,97030,2920,11740,5570,34410,12800,41300,4220,518480,820,270180,5910
2020-01-24,금요일,187270,6120,226970,1950,94870,2880,10740,5620,34140,12600,40890,4120,492690,820,260480,5860
2020-01-25,토요일,0,,0,,0,,0,,0,,0,,0,,0,
2020-01-26,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2020-01-27,월요일,178770,6100,216680,1890,90580,2830,0,,32600,12210,38960,4030,0,,248660,5850
2020-01-28,화요일,175500,6110,210520,1870,93060,2810,7590,6430,32680,12170,38730,3990,478940,820,244750,5880
2020-01-29,수요일,173860,6160,208060,1860,95650,2790,6060,6860,33310,12090,38790,3960,471150,830,243380,5930
2020-01-30,목요일,171530,6230,205470,1850,95490,2780,5550,6690,33620,11940,38400,3910,470550,830,240640,6000
2020-01-31,금요일,170020,6280,203890,1840,97170,2770,10730,6620,33960,11740,38230,3860,469550,830,238480,6040
2020-02-01,토요일,168680,6330,202010,1820,96990,2770,11730,6150,34220,11530,37980,3820,469820,830,236300,6080
2020-02-02,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2020-02-03,월요일,169070,6380,203610,1810,98860,2770,11760,6070,34860,11330,37770,3810,474810,830,236620,6130
2020-02-04,화요일,168210,6460,203700,1800,99600,2780,12390,5810,34800,11170,37480,3810,474200,830,235340,6210
2020-02-05,수요일,166870,6550,205000,1790,99560,2790,13590,5360,34710,11040,37290,3790,471560,830,233650,6290
2020-02-06,목요일,165410,6620,204910,1770,98730,2800,14000,5270,34600,10900,37120,3760,467410,830,232350,6350
2020-02-07,금요일,164310,6690,205820,1750,100550,2800,11720,5150,34580,10750,37000,3720,466460,830,231840,6390
2020-02-08,토요일,162620,6770,202810,1740,100350,2810,10120,5410,34510,10610,36760,3700,462690,830,229850,6440
2020-02-09,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2020-02-10,월요일,162930,6890,201250,1740,102420,2820,9550,5500,34740,10500,36600,3700,464360,830,230600,6510
2020-02-11,화요일,163070,6960,199710,1730,102840,2830,9860,5430,34720,10390,36380,3690,464010,830,230950,6550
2020-02-12,수요일,163210,6970,198270,1730,103050,2840,9060,5550,34830,10280,36230,3670,464100,830,231430,6550
2020-02-13,목요일,162650,6980,196370,1720,102460,2850,8640,5560,34930,10160,35990,3660,460710,830,230660,6540
2020-02-14,금요일,162100,7020,195120,1720,103990,2870,8640,5750,35120,10050,35930,3650,462200,840,230010,6550
2020-02-15,토요일,161850,7070,193330,1710,104440,2880,9360,5670,35320,9940,35840,3650,459910,840,229420,6580
2020-02-16,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2020-02-17,월요일,162520,7130,192980,1700,107020,2890,11190,5390,35850,9840,35910,3660,460250,840,230240,6620
2020-02-18,화요일,162210,7190,191620,1690,107700,2900,10970,5290,35900,9750,35940,3670,456430,840,229580,6670
2020-02-19,수요일,161580,7250,190330,1690,108740,2910,11100,5260,35940,9650,35910,3670,454310,850,228610,6720
2020-02-20,목요일,160580,7310,188740,1690,108900,2910,10610,5190,35960,9560,36030,3660,455050,850,227210,6770
2020-02-21,금요일,159420,7410,188140,1690,110920,2920,10310,5120,36050,9470,36130,3650,454380,860,225730,6840
2020-02-22,토요일,158250,7610,187150,1690,112000,2920,9410,5170,36160,9390,36330,3660,453930,860,224170,7000
2020-02-23,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2020-02-24,월요일,158600,7720,186780,1690,115040,2930,7200,5410,36360,9310,36480,3660,453380,870,224720,7080
2020-02-25,화요일,158240,7810,185520,1680,115740,2930,7650,5400,36540,9250,36760,3660,454970,880,224420,7150
2020-02-26,수요일,157430,7910,184500,1680,116510,2940,6630,5650,36660,9180,36890,3640,452190,890,223530,7220
2020-02-27,목요일,156440,8040,183450,1680,116430,2950,7320,5710,36730,9110,36960,3620,455200,900,222490,7320
2020-02-28,금요일,156100,8160,182400,1680,117690,2960,7270,5830,36810,9040,37120,3600,456360,910,222210,7400
2020-02-29,토요일,155820,8240,180920,1680,118440,2980,6900,6310,36870,8960,37320,3570,451700,920,221830,7460
2020-03-01,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2020-03-02,월요일,156740,8240,180580,1670,120100,2990,6870,6480,37200,8890,37470,3550,463130,930,223520,7450
2020-03-03,화요일,156830,8230,179700,1670,120480,3000,6000,6730,37210,8820,37630,3540,465570,930,224070,7430
